Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5325,Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision,0.23,0.07,0,0.04,0.35
5326,Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,0.17,0.13,0,0.04,0.35
5327,From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,Namco Bandai Games,0,0,0.32,0.02,0.35
5328,The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment,0.17,0.13,0,0.04,0.35
5329,Aggressive Inline,PS2,2002,Sports,Acclaim Entertainment,0.17,0.13,0,0.04,0.35
5330,Karaoke Revolution,PS2,2003,Misc,Konami Digital Entertainment,0.17,0.13,0,0.04,0.35
5333,Metal Arms: Glitch in the System,PS2,2003,Shooter,Vivendi Games,0.17,0.13,0,0.04,0.35
5334,Farming Simulator 2015,PS4,2015,Simulation,Koch Media,0.1,0.2,0,0.05,0.35
5335,Jikkyou Powerful Pro Yakyuu 7,PS2,2000,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35
5336,Rally Cross 2,PS,1998,Racing,989 Studios,0.19,0.13,0,0.02,0.35
5337,EverGrace,PS2,2000,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35
5339,Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,0.35
5341,Rugrats: Royal Ransom,PS2,2002,Platform,THQ,0.17,0.13,0,0.04,0.35
5344,F1 Race Stars,PS3,2012,Racing,Codemasters,0.06,0.21,0,0.08,0.35
5347,Just Dance 2016,PS4,2015,Misc,Ubisoft,0.16,0.13,0,0.06,0.35
5348,Charlie and the Chocolate Factory,PS2,2005,Adventure,Global Star,0.17,0.13,0,0.04,0.35
5351,Kurushi Final: Mental Blocks,PS,1998,Puzzle,Sony Computer Entertainment,0,0,0.32,0.02,0.34
5357,High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios,0.17,0.13,0,0.04,0.34
5358,Dynasty Warriors 5 Empires,PS2,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34
5360,WipEout 3,PS,1999,Racing,Psygnosis,0.19,0.13,0,0.02,0.34
5362,Conan,PS3,2007,Action,THQ,0.13,0.15,0,0.06,0.34
5370,Monster Rancher 4,PS2,2003,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34
5373,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios,0.17,0.13,0,0.04,0.34
5376,MotorStorm: Arctic Edge,PS2,2009,Racing,Sony Computer Entertainment,0.07,0.03,0,0.25,0.34
5379,Marvel Super Heroes,PS,1997,Fighting,Virgin Interactive,0.19,0.13,0,0.02,0.34
5380,Super Bust-A-Move,PS2,2000,Puzzle,Acclaim Entertainment,0.17,0.13,0,0.04,0.34
5382,Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.17,0.13,0,0.04,0.34
5389,Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34
5394,Silent Hill HD Collection,PS3,2012,Action,Konami Digital Entertainment,0.15,0.11,0.03,0.05,0.34
5398,Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,0.15,0.13,0,0.06,0.34
5400,Backstreet Billiards,PS,1998,Misc,ASCII Entertainment,0.19,0.13,0,0.02,0.34
5404,Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games,0.17,0.13,0,0.04,0.34
5405,Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0.15,0,0.05,0.34
5408,Point Blank,PS,1997,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34
5415,Tiny Tank,PS,1998,Action,Sony Computer Entertainment,0.19,0.13,0,0.02,0.34
5420,NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.02,0,0.03,0.34
5426,Disney Sing It: Pop Hits,PS2,2009,Misc,Disney Interactive Studios,0.1,0.02,0,0.22,0.34
5427,Buzz! The Ultimate Music Quiz,PS3,2010,Misc,Sony Computer Entertainment,0,0.25,0,0.08,0.34
5428,Persona 5,PS4,2016,Role-Playing,Atlus,0,0,0.34,0,0.34
5429,The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,0.28,0,0.02,0.03,0.34
5432,Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34
5434,Fade to Black,PS,1996,Action,Electronic Arts,0.19,0.13,0,0.02,0.34
5435,MXRider,PS2,2001,Racing,Atari,0.16,0.13,0,0.04,0.34
5440,World Championship Poker 2: Featuring Howard Lederer,PS2,2005,Misc,Oxygen Interactive,0.16,0.13,0,0.04,0.34
5441,Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios,0,0,0.33,0,0.33
5442,Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.15,0.07,0.05,0.33
5447,Tokyo Highway Battle,PS,1996,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33
5449,Binary Domain,PS3,2012,Action,Sega,0.09,0.08,0.14,0.03,0.33
5451,Beyond Good & Evil,PS2,2003,Adventure,Ubisoft,0.16,0.13,0,0.04,0.33
5453,Bomberman World,PS,1998,Puzzle,Sony Computer Entertainment,0.06,0.04,0.22,0.02,0.33
5459,Deathtrap Dungeon,PS,1998,Action,Eidos Interactive,0.19,0.13,0,0.02,0.33
5464,The Darkness II,PS3,2012,Shooter,Take-Two Interactive,0.14,0.14,0,0.05,0.33
5465,SingStar Take That,PS3,2009,Misc,Sony Computer Entertainment,0,0.3,0,0.03,0.33
5475,Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33
5479,Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
5482,NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,0.31,0,0,0.03,0.33
5483,BeatMania Append GottaMix,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.31,0.02,0.33
5484,Dead or Alive 5,PS4,2015,Fighting,Tecmo Koei,0.09,0.13,0.08,0.04,0.33
5486,Rugby World Cup 2011,PS3,2011,Sports,505 Games,0,0.25,0,0.08,0.33
5488,Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision,0.16,0.13,0,0.04,0.33
5491,Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,0.16,0.13,0,0.04,0.33
5492,World Stadium 3,PS,1999,Sports,Namco Bandai Games,0,0,0.31,0.02,0.33
5500,MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
5501,Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.1,0.18,0,0.05,0.33
5502,Cool Boarders 2001,PS2,2001,Sports,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33
5504,Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,0.1,0.11,0.06,0.05,0.33
5505,Scooby-Doo! First Frights,PS2,2009,Action,Warner Bros. Interactive Entertainment,0.14,0.03,0,0.16,0.33
5508,Way of the Samurai 2,PS2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33
5509,FIFA Street 3,PS3,2008,Sports,Electronic Arts,0.08,0.18,0,0.06,0.33
5514,Pitfall 3D: Beyond the Jungle,PS,1998,Platform,Activision,0.18,0.12,0,0.02,0.33
5515,Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33
5516,Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,0.26,0.04,0,0.03,0.33
5518,Clock Tower 3,PS2,2002,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33
5521,Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.15,0.12,0,0.05,0.33
5526,Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,0.16,0.13,0,0.04,0.33
5527,NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0,0.04,0.33
5530,Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft,0.12,0.15,0,0.06,0.33
5535,Parodius,PS,1994,Shooter,Konami Digital Entertainment,0,0,0.31,0.02,0.33
5539,NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.33
5541,Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.17,0,0.06,0.33
5551,DX Game of Life 2,PS,1997,Misc,Takara,0,0,0.31,0.02,0.33
5553,NBA Live 96,PS,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33
5554,Clash of the Titans,PS3,2010,Action,Namco Bandai Games,0.09,0.16,0.01,0.06,0.33
5555,Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,0.2,0.05,0.05,0.03,0.33
5557,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,Action,Tecmo Koei,0,0,0.33,0,0.33
5560,Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.33
5571,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0,0,0.3,0.02,0.33
5573,Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,Play It,0.16,0.12,0,0.04,0.33
5576,Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,0.25,0.05,0,0.03,0.33
5579,J Stars Victory Vs.,PS3,2014,Fighting,Namco Bandai Games,0.04,0.06,0.2,0.02,0.32
5582,Nicktoons: Movin',PS2,2004,Action,THQ,0.16,0.12,0,0.04,0.32
5585,SWAT: Global Strike Team,PS2,2003,Shooter,Vivendi Games,0.16,0.12,0,0.04,0.32
5586,Championship Bass,PS,1999,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32
5587,Resident Evil: Revelations 2,PS3,2015,Action,Capcom,0.06,0.08,0.16,0.03,0.32
5589,Golden Axe: Beast Rider,PS3,2008,Action,Sega,0.13,0.14,0,0.06,0.32
5599,Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32
5601,Bust-A-Move '99,PS,1997,Puzzle,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5603,Overlord II,PS3,2009,Action,Codemasters,0.11,0.15,0,0.06,0.32
5604,Dragon Quest Monsters 1?ú2,PS,2002,Role-Playing,Enix Corporation,0,0,0.3,0.02,0.32
5613,OverBlood,PS,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32
5614,ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
5615,Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32
5617,Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32
5619,Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,0,0,0.32,0,0.32
5620,Final Fantasy XI,PS2,N/A,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32
5622,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.16,0.12,0,0.04,0.32
5623,TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.24,0,0.05,0.32
5626,Darkwatch,PS2,2005,Shooter,Ubisoft,0.16,0.12,0,0.04,0.32
5631,Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32
5633,Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,0.18,0.12,0,0.02,0.32
5635,DiRT Rally,PS4,2016,Racing,Codemasters,0.03,0.24,0,0.05,0.32
5637,FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32
5639,Rally Cross,PS,1997,Racing,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
5641,Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32
5642,Extreme Pinball,PS,1995,Misc,Electronic Arts,0.18,0.12,0,0.02,0.32
5644,Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32
5646,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,0,0,0.32,0,0.32
5648,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,0,0,0.3,0.02,0.32
5650,Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,0.16,0.12,0,0.04,0.32
5655,Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0,0.04,0.32
5656,Rock Band Country Track Pack,PS2,2009,Misc,MTV Games,0.16,0.12,0,0.04,0.32
5661,Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
5663,Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32
5669,From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,0,0,0.32,0,0.32
5671,All-Star Baseball 2005,PS2,N/A,Sports,Unknown,0.16,0.12,0,0.04,0.32
5672,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0,0,0.3,0.02,0.32
5673,Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0,0,0.3,0.02,0.32
5677,UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,0.03,0,0,0.28,0.32
5681,4x4 Evolution,PS2,2001,Racing,Gathering of Developers,0.16,0.12,0,0.04,0.32
5684,Power Rangers: Time Force,PS,2001,Action,THQ,0.18,0.12,0,0.02,0.32
5685,Romance of the Three Kingdoms VII,PS2,2000,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32
5689,"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.32
5690,DJ Hero,PS2,2009,Misc,Activision,0.1,0.02,0,0.2,0.32
5695,Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0,0,0.32,0,0.32
5697,Heart of Darkness,PS,1998,Platform,Ocean,0.18,0.12,0,0.02,0.32
5698,LEGO Marvel's Avengers,PS3,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.17,0,0.05,0.32
5705,WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,0.18,0.12,0,0.02,0.31
5709,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
5712,Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
5715,Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.15,0,0.06,0.31
5720,Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,0.17,0.12,0,0.02,0.31
5724,FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0,0.04,0.31
5730,MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0,0,0.02,0.31
5731,Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.05,0.19,0.03,0.04,0.31
5732,Jampack: Summer 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
5733,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31
5738,Einh??nder,PS,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31
5739,Tiny Toon Adventures: The Great Beanstalk,PS,1998,Misc,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
5744,Armored Core: Silent Line,PS2,2003,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31
5745,SD Gundam G Generation Wars,PS2,2009,Strategy,Namco Bandai Games,0,0,0.31,0,0.31
5748,KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0.12,0,0.02,0.31
5751,Super Robot Taisen Complete Box,PS,1999,Strategy,Banpresto,0,0,0.29,0.02,0.31
5768,J-League Winning Eleven 2007: Club Championship,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
5776,Jampack Volume 12,PS2,2005,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
5779,Shaun White Snowboarding,PS2,2008,Sports,Ubisoft,0.15,0.12,0,0.04,0.31
5781,Major League Baseball 2K8,PS3,2008,Sports,Bethesda Softworks,0.28,0,0,0.02,0.31
5784,Demolition Racer,PS,1998,Racing,Infogrames,0.17,0.12,0,0.02,0.31
5786,Final Fantasy IV,PS,1997,Simulation,SquareSoft,0,0,0.29,0.02,0.31
5791,Sorcery,PS3,2012,Action,Sony Computer Entertainment,0.14,0.12,0,0.05,0.31
5793,NHL FaceOff 2000,PS,1998,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
5794,Star Wars Racer Revenge,PS2,2002,Racing,LucasArts,0.15,0.12,0,0.04,0.31
5796,The King of Fighters XIII,PS3,2011,Fighting,Rising Star Games,0.17,0.07,0.04,0.03,0.31
5797,NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
5798,South Park: Chef's Luv Shack,PS,1998,Misc,Acclaim Entertainment,0.17,0.12,0,0.02,0.31
5799,Music Maker,PS2,2001,Misc,Magix,0.15,0.12,0,0.04,0.31
5803,Blade II,PS2,2002,Action,Activision,0.15,0.12,0,0.04,0.31
5804,40 Winks,PS,1999,Platform,GT Interactive,0.17,0.12,0,0.02,0.31
5810,A Collection of Classic Games from the Intellivision,PS,1999,Misc,Activision,0.17,0.12,0,0.02,0.31
5811,Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,0.06,0,0.03,0.31
5814,Spin Jam,PS,2000,Puzzle,Empire Interactive,0.17,0.12,0,0.02,0.31
5816,Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
5817,Disney's Stitch: Experiment 626,PS2,2002,Action,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
5820,Orphen: Scion of Sorcery,PS2,2000,Role-Playing,Activision,0.15,0.12,0,0.04,0.31
5828,One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,0.09,0.12,0.06,0.05,0.3
5832,Ehrgeiz,PS,1998,Fighting,SquareSoft,0.17,0.12,0,0.02,0.3
5836,"Army Men World War: Land, Sea, Air",PS,2000,Action,3DO,0.17,0.12,0,0.02,0.3
5837,Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0,0,0.3,0,0.3
5838,Stranglehold,PS3,2007,Shooter,Midway Games,0.24,0.03,0,0.03,0.3
5844,Jumping Flash!,PS,1995,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
5845,Karaoke Revolution Party,PS2,2005,Misc,Konami Digital Entertainment,0.15,0.12,0,0.04,0.3
5849,Chaos Legion,PS2,2003,Action,Capcom,0.15,0.12,0,0.04,0.3
5855,Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
5859,Cart World Series,PS,1997,Racing,Sony Computer Entertainment,0.17,0.11,0,0.02,0.3
5861,24: The Game,PS2,2006,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
5863,The Dukes of Hazzard II: Daisy Dukes It Out,PS,N/A,Racing,Unknown,0.17,0.11,0,0.02,0.3
5868,Super Robot Taisen OG: Original Generations Gaiden,PS2,2007,Strategy,Banpresto,0,0,0.3,0,0.3
5869,Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0,0.19,0.02,0.3
5874,DmC: Devil May Cry,PS4,2015,Action,Capcom,0.12,0.13,0,0.05,0.3
5878,Dynasty Warriors 8: Xtreme Legends,PS4,2014,Action,Tecmo Koei,0.09,0.11,0.06,0.04,0.3
5881,Romance of the Three Kingdoms VIII,PS2,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3
5884,Tropico 5,PS4,2015,Simulation,Kalypso Media,0.05,0.16,0.05,0.04,0.3
5885,Hard Hitter Tennis,PS2,2001,Sports,Midas Interactive Entertainment,0.15,0.11,0,0.04,0.3
5893,Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0,0.05,0.3
5894,Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games,0,0,0.28,0.02,0.3
5896,Rayman 2: Revolution,PS2,2000,Platform,Ubisoft,0.15,0.11,0,0.04,0.3
5901,Army Men: Air Attack 2,PS,2000,Action,3DO,0.17,0.11,0,0.02,0.3
5904,Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,0.15,0.11,0,0.04,0.3
5905,Eternal Ring,PS2,2000,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3
5911,Star Gladiator Episode: I Final Crusade,PS,1996,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02,0.3
5917,Showdown: Legends of Wrestling,PS2,2004,Fighting,Acclaim Entertainment,0.15,0.11,0,0.04,0.3
5924,Star Ocean 5: Integrity and Faithlessness,PS4,2016,Role-Playing,Square Enix,0.06,0.07,0.14,0.02,0.3
5925,Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.12,0.13,0,0.05,0.3
5926,Full Spectrum Warrior,PS2,2005,Strategy,THQ,0.15,0.11,0,0.04,0.3
5930,The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3
5937,Wanted: Weapons of Fate,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.05,0.3
5940,Dreamworks Madagascar Kartz,PS3,2009,Racing,Activision,0.19,0.07,0,0.04,0.3
5941,Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,0.16,0.11,0,0.02,0.3
5946,Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,Tecmo Koei,0,0,0.3,0,0.3
5947,MLB SlugFest Loaded,PS2,2004,Sports,Midway Games,0.14,0.11,0,0.04,0.3
5960,Grandia II,PS2,2002,Role-Playing,Ubisoft,0.14,0.11,0,0.04,0.29
5962,Front Mission Evolved,PS3,2010,Shooter,Square Enix,0.09,0.07,0.11,0.03,0.29
5972,The Godfather: Dons Edition,PS3,2007,Action,Electronic Arts,0.25,0.02,0,0.03,0.29
5978,The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision,0.06,0.16,0.02,0.05,0.29
5979,Dynasty Warriors: Strikeforce,PS3,2009,Action,Tecmo Koei,0.11,0.08,0.07,0.03,0.29
5980,Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.29
5981,Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002,Adventure,505 Games,0.02,0.02,0.25,0.01,0.29
5986,Ben 10 Alien Force: Vilgax Attacks,PS2,2009,Action,D3Publisher,0.11,0.03,0,0.15,0.29
5987,Majin and the Forsaken Kingdom,PS3,2010,Adventure,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29
5989,WinBack: Covert Operations,PS2,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.29
5992,Kagero: Deception II,PS,1998,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29
5993,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,2000,Sports,Konami Digital Entertainment,0,0,0.27,0.02,0.29
5994,The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0.16,0,0.05,0.29
5999,Jeopardy! 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.16,0.11,0,0.02,0.29
6000,SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,0,0,0.27,0.02,0.29
6001,Ratchet & Clank: Size Matters,PS2,2008,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29
6003,Atelier Iris 3: Grand Phantasm (US Sales),PS2,2006,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.29
6008,Starhawk,PS3,2012,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29
6016,Medieval Moves: Deadmund's Quest,PS3,2011,Action,Sony Computer Entertainment,0.13,0.12,0,0.05,0.29
6018,Mega Man X8,PS2,2004,Platform,Capcom,0.14,0.11,0,0.04,0.29
6020,Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0,0.04,0.29
6024,Jikkyou Powerful Pro Yakyuu 8,PS2,2001,Sports,Konami Digital Entertainment,0,0,0.29,0,0.29
6033,Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.29
6037,Marvel Super Hero Squad,PS2,2009,Fighting,THQ,0.14,0.11,0,0.04,0.29
6039,Heroes of the Pacific,PS2,2005,Simulation,Codemasters,0.14,0.11,0,0.04,0.29
6048,DX Game of Life,PS,1996,Misc,Takara,0,0,0.27,0.02,0.29
6051,One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0,0.09,0.19,0.01,0.29
6053,MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29
6059,Shrek Super Party,PS2,2002,Misc,TDK Mediactive,0.14,0.11,0,0.04,0.29
6061,"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29
6062,Dynasty Tactics,PS2,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29
6066,Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.12,0.12,0,0.05,0.29
6070,Snowboarding,PS,2000,Sports,Midas Interactive Entertainment,0.16,0.11,0,0.02,0.29
6074,Surf's Up,PS2,2007,Sports,Ubisoft,0.14,0.11,0,0.04,0.29
6075,BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,0.13,0,0.14,0.02,0.29
6076,Looney Tunes Racing,PS,2000,Racing,Infogrames,0.16,0.11,0,0.02,0.29
6077,Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,0.29,0,0.29
6078,Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29
6079,Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft,0.14,0.11,0,0.04,0.29
6081,Psi-Ops: The Mindgate Conspiracy,PS2,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29
6083,Tomba! 2: The Evil Swine Return,PS,1999,Platform,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29
6086,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0,0,0.29,0,0.29
6087,BeatMania Append 4thMix: The beat goes on,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.27,0.02,0.29
6092,El Shaddai: Ascension of the Metatron,PS3,2011,Action,Ignition Entertainment,0.11,0.07,0.08,0.03,0.29
6093,Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.12,0,0.05,0.29
6098,PGA Tour 97,PS,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,0.29
6104,The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.29
6109,Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28
